Can not load response cookies: Illegal key 'session820/qualitor820'
Can not load response cookies: Illegal key 'session820/qualitor820'
Name: CCTV-3, URL: http://42.49.148.247:9901/tsfile/live/0003_1.m3u8$订阅源, Date: None, Resolution: 720x576, Response Time: 250 ms
Name: CCTV-6, URL: http://39.98.201.151:9090/udp/225.1.8.84:8000$订阅源, Date: None, Resolution: None, Response Time: 954 ms
Name: CCTV-6, URL: http://111.14.181.15:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 569 ms
Name: CCTV-6, URL: http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2013693901/timeshift.m3u8?delay=0$订阅源, Date: None, Resolution: 1920x1080, Response Time: 250 ms
Name: CCTV-6, URL: http://116.117.104.39:8096/tsfile/live/0006_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 510 ms
Name: CCTV-6, URL: http://218.13.170.98:9901/tsfile/live/0006_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 461 ms
Name: CCTV-6, URL: http://39.98.201.151:9090/udp/225.1.8.90:8000$订阅源, Date: None, Resolution: None, Response Time: 954 ms
Name: CCTV-6, URL: http://123.182.60.29:9002/hls/6/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 618 ms
Name: CCTV-6, URL: http://61.145.208.64:9003//hls/7/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 1368 ms
Name: CCTV-6, URL: http://112.102.217.173:9003//hls/19/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 816 ms
Name: CCTV-6, URL: http://60.255.240.247:8090/live/CCTV-6H265_4000.m3u8$订阅源, Date: None, Resolution: None, Response Time: 2004 ms
Name: CCTV-6, URL: http://gslbserv.itv.cmvideo.cn/1000000005000265006/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265006&livemode=1&stbId=3$订阅源, Date: None, Resolution: None, Response Time: 740 ms
Name: CCTV-6, URL: http://124.128.73.58:9901/tsfile/live/0006_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 546 ms
Name: CCTV-6, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265006/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265006&livemode=1&stbId=no$订阅源, Date: None, Resolution: None, Response Time: 398 ms
Name: CCTV-6, URL: http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv6$订阅源, Date: None, Resolution: None, Response Time: 522 ms
Name: CCTV-6, URL: http://113.57.93.165:9900/tsfile/live/0006_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 499 ms
Name: CCTV-6, URL: http://58.48.37.158:1111/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 478 ms
Name: CCTV-6, URL: http://112.234.23.81:9901/tsfile/live/0006_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 533 ms
Name: CCTV-6, URL: http://183.66.15.146:60901/tsfile/live/0006_1.m3u8?key=txiptv$订阅源, Date: None, Resolution: 1920x1080, Response Time: 250 ms
Name: CCTV-6, URL: http://42.49.148.247:9901/tsfile/live/0006_1.m3u8$订阅源, Date: None, Resolution: 720x576, Response Time: 250 ms
Name: CCTV-6, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000001000016466/1.m3u8?channel-id=ystenlive&Contentid=1000000001000016466&livemode=1&stbId=3$订阅源, Date: None, Resolution: None, Response Time: 398 ms
Name: CCTV-6, URL: http://vod.hnqczh.cn:808/hls/14/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 510 ms
Name: CCTV-6, URL: http://183.94.146.109:2222/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Resolution: None, Response Time: 514 ms
Name: CCTV-6, URL: http://27.41.246.172:9003//hls/9/index.m3u8$订阅源, Date: None, Resolution: 1920x1080, Response Time: 250 ms
Name: CCTV-6, URL: http://119.36.148.115:59901/tsfile/live/0006_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 520 ms
Name: CCTV-6, URL: http://27.41.245.129:9003//hls/9/index.m3u8$订阅源, Date: None, Resolution: 1920x1080, Response Time: 250 ms
Name: CCTV-6, URL: http://110.177.146.152:888/udp/239.1.1.13:8013$订阅源, Date: None, Resolution: 1920x1080, Response Time: 29 ms
Name: CCTV-6, URL: http://113.15.187.53:8181/tsfile/live/faacts/0006_1.m3u8$订阅源, Date: None, Resolution: 1920x1080, Response Time: 250 ms
Name: CCTV-6, URL: http://223.241.247.214:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Resolution: None, Response Time: 506 ms
Name: CCTV-6, URL: http://58.19.38.162:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Resolution: None, Response Time: 500 ms
Name: CCTV-6, URL: http://219.159.194.131:8181/tsfile/live/0006_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 7712 ms
Name: CCTV-6, URL: http://dd.ddzb.fun/php/migu.php?id=cctv6$订阅源, Date: None, Resolution: 1280x720, Response Time: 250 ms
Name: CCTV-6, URL: http://dd.ddzb.fun:80/php/migu.php?id=cctv6$订阅源, Date: None, Resolution: 1280x720, Response Time: 250 ms
Name: CCTV-7, URL: http://116.128.242.83:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源, Date: None, Resolution: None, Response Time: 569 ms
Name: CCTV-7, URL: http://59.173.183.242:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Resolution: None, Response Time: 2433 ms
Name: CCTV-7, URL: http://220.249.114.102:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Resolution: None, Response Time: 457 ms
Name: CCTV-7, URL: http://42.48.50.232:9002/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源, Date: None, Resolution: None, Response Time: 617 ms
Name: CCTV-7, URL: http://42.48.50.232:9002/tsfile/live/0007_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 617 ms
Name: CCTV-7, URL: http://www.a-1.top:35455/ysptp/cctv7.m3u8$订阅源, Date: None, Resolution: None, Response Time: 788 ms
Name: CCTV-7, URL: http://123.166.61.70:8003/hls/42/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 530 ms
Name: CCTV-7, URL: http://fangke.blueswords.com:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 7680 ms
Name: CCTV-7, URL: http://119.163.199.98:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 510 ms
Name: CCTV-7, URL: http://39.98.201.151:9090/udp/225.1.8.107:8024$订阅源, Date: None, Resolution: None, Response Time: 954 ms
Name: CCTV-7, URL: http://1732e975z9.zicp.fun:8082/hls/8/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 1406 ms
Name: CCTV-7, URL: http://123.129.70.178:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 582 ms
Name: CCTV-7, URL: http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265007$订阅源, Date: None, Resolution: None, Response Time: 1267 ms
Name: CCTV-7, URL: http://www.a-1.top:35455/itv/1000000005000265007.m3u8?cdn=ystenlive$订阅源, Date: None, Resolution: None, Response Time: 788 ms
Name: CCTV-7, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/6000000001000009055/1.m3u8?channel-id=wasusyt&Contentid=6000000001000009055&livemode=1&stbId=3$订阅源, Date: None, Resolution: None, Response Time: 398 ms
Name: CCTV-7, URL: http://vod.hnqczh.cn:808/hls/15/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 510 ms
Name: CCTV-7, URL: http://111.14.181.15:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 569 ms
Name: CCTV-7, URL: http://61.145.208.64:9003//hls/8/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 1368 ms
Name: CCTV-7, URL: http://60.255.240.247:8090/live/CCTV-7H265_4000.m3u8$订阅源, Date: None, Resolution: None, Response Time: 2004 ms
Name: CCTV-7, URL: http://183.66.15.146:60901/tsfile/live/0007_1.m3u8?key=txiptv$订阅源, Date: None, Resolution: 1920x1080, Response Time: 250 ms
Name: CCTV-7, URL: http://www.a-1.top:35455/itv/6000000001000009055.m3u8?cdn=wasusyt$订阅源, Date: None, Resolution: None, Response Time: 788 ms
Name: CCTV-7, URL: http://112.102.217.173:9003//hls/20/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 816 ms
Name: CCTV-7, URL: http://123.182.60.29:9002/hls/9/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 618 ms
Name: CCTV-7, URL: http://117.27.190.42:9998/tsfile/live/23238_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 476 ms
Name: CCTV-7, URL: http://116.9.204.242:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 494 ms
Name: CCTV-7, URL: http://gslbserv.itv.cmvideo.cn/1000000005000265007/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265007&livemode=1&stbId=3$订阅源, Date: None, Resolution: None, Response Time: 740 ms
Name: CCTV-7, URL: http://124.128.73.58:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 546 ms
Name: CCTV-7, URL: http://101.23.216.69:8090/hls/15/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 482 ms
Name: CCTV-7, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265007/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265007&livemode=1&stbId=no$订阅源, Date: None, Resolution: None, Response Time: 398 ms
Name: CCTV-7, URL: http://39.98.201.151:9090/udp/225.1.8.7:8104$订阅源, Date: None, Resolution: None, Response Time: 954 ms
Name: CCTV-7, URL: http://182.92.109.190:1668/migu720/migu720.php?id=cctv7$订阅源, Date: None, Resolution: 1280x720, Response Time: 250 ms
Name: CCTV-7, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000//1.m3u8?channel-id=ystenlive&Contentid=1000000001000024341&livemode=1&stbId=3$订阅源, Date: None, Resolution: None, Response Time: 398 ms
Name: CCTV-7, URL: http://58.220.219.14:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 470 ms
Name: CCTV-7, URL: http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv7$订阅源, Date: None, Resolution: None, Response Time: 522 ms
Name: CCTV-7, URL: http://218.13.170.98:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 461 ms
Name: CCTV-7, URL: http://222.243.221.54:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 485 ms
Name: CCTV-7, URL: http://60.12.183.46:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Resolution: None, Response Time: 526 ms
Name: CCTV-7, URL: https://api.livednow.org/migu/673168121?sign=gAAAAABnJcJqjxuw5GDu1iojWpw4c-mjlefodslPuTvBI0grkKhdH8h_8I3xIavNltrXtbWMtHw2egHRBx-ciorem6WfS3xSWscFzvRmGcIdMlNJzhJ72fhC6f4jukCtJf6F79fYHQr5HfVJPSsBq9qCvVa1xZUsL40rtzOqtvaErO6BDEcA1JD4CyrNUboyvMBD11iNwc58nYXZiV-cubZaPaet8B6Xyg%3D%3D$订阅源, Date: None, Resolution: 1920x1080, Response Time: 250 ms
Name: CCTV-7, URL: http://119.36.148.115:59901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 520 ms
Name: CCTV-7, URL: http://124.128.73.58:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 546 ms
Name: CCTV-7, URL: http://116.117.104.39:8096/tsfile/live/0007_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 510 ms
Name: CCTV-7, URL: http://www.a-1.top:35455/itv/1000000001000024341.m3u8?cdn=ystenlive$订阅源, Date: None, Resolution: None, Response Time: 788 ms
Name: CCTV-7, URL: http://183.94.146.109:2222/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Resolution: None, Response Time: 514 ms
Name: CCTV-7, URL: http://218.89.240.144:59901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 500 ms
Name: CCTV-7, URL: http://27.41.245.129:9003//hls/10/index.m3u8$订阅源, Date: None, Resolution: 1920x1080, Response Time: 250 ms
Name: CCTV-7, URL: http://27.41.246.172:9003//hls/10/index.m3u8$订阅源, Date: None, Resolution: 1920x1080, Response Time: 250 ms
Name: CCTV-7, URL: http://110.177.146.152:888/udp/239.1.1.14:8014$订阅源, Date: None, Resolution: 1920x1080, Response Time: 29 ms
Name: CCTV-7, URL: http://223.241.247.214:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Resolution: None, Response Time: 506 ms
Name: CCTV-7, URL: http://113.15.187.53:8181/tsfile/live/faacts/0007_1.m3u8$订阅源, Date: None, Resolution: 1920x1080, Response Time: 250 ms
Name: CCTV-7, URL: http://58.19.38.162:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Resolution: None, Response Time: 500 ms
Name: CCTV-7, URL: http://219.159.194.131:8181/tsfile/live/0007_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 7712 ms
Name: CCTV-7, URL: http://dd.ddzb.fun:80/php/migu.php?id=cctv7$订阅源, Date: None, Resolution: 1280x720, Response Time: 250 ms
Name: CCTV-7, URL: http://dd.ddzb.fun/php/migu.php?id=cctv7$订阅源, Date: None, Resolution: 1280x720, Response Time: 250 ms
Name: CCTV-8, URL: http://116.128.242.83:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源, Date: None, Resolution: None, Response Time: 569 ms
Name: CCTV-8, URL: http://220.249.114.102:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Resolution: None, Response Time: 457 ms
Name: CCTV-8, URL: http://42.48.50.232:9002/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源, Date: None, Resolution: None, Response Time: 617 ms
Name: CCTV-8, URL: http://61.136.172.236:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Resolution: None, Response Time: 499 ms
Name: CCTV-8, URL: http://59.173.183.242:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Resolution: None, Response Time: 2433 ms
Name: CCTV-8, URL: http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv8$订阅源, Date: None, Resolution: None, Response Time: 522 ms
Name: CCTV-8, URL: http://39.98.201.151:9090/udp/225.1.8.91:8000$订阅源, Date: None, Resolution: None, Response Time: 954 ms
Name: CCTV-8, URL: http://124.128.73.58:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 546 ms
Name: CCTV-8, URL: http://121.33.239.242:9901/tsfile/live/0008_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 456 ms
Name: CCTV-8, URL: http://60.255.240.247:8090/live/CCTV-8H265_4000.m3u8$订阅源, Date: None, Resolution: None, Response Time: 2004 ms
Name: CCTV-8, URL: http://218.13.170.98:9901/tsfile/live/0008_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 461 ms
Name: CCTV-8, URL: http://42.49.148.247:9901/tsfile/live/0008_1.m3u8$订阅源, Date: None, Resolution: 720x576, Response Time: 250 ms
Name: CCTV-8, URL: http://123.129.70.178:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 582 ms
Name: CCTV-8, URL: http://101.23.216.69:8090/hls/16/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 482 ms
Name: CCTV-8, URL: http://58.220.219.14:9901/tsfile/live/0008_1.m3u8?key=txiptv$订阅源, Date: None, Resolution: None, Response Time: 470 ms
Name: CCTV-8, URL: http://60.12.183.46:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Resolution: None, Response Time: 526 ms
Name: CCTV-8, URL: http://39.98.201.151:9090/udp/225.1.8.85:8000$订阅源, Date: None, Resolution: None, Response Time: 954 ms
Name: CCTV-8, URL: http://58.17.48.228:808/hls/8/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 456 ms
Name: CCTV-8, URL: http://www.a-1.top:35455/ysptp/cctv8.m3u8$订阅源, Date: None, Resolution: None, Response Time: 788 ms
Name: CCTV-8, URL: http://gslbserv.itv.cmvideo.cn/1000000005000265008/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265008&livemode=1&stbId=3$订阅源, Date: None, Resolution: None, Response Time: 740 ms
Name: CCTV-8, URL: http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265008$订阅源, Date: None, Resolution: None, Response Time: 1267 ms
Name: CCTV-8, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265008/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265008&livemode=1&stbId=no$订阅源, Date: None, Resolution: None, Response Time: 398 ms
Name: CCTV-8, URL: http://117.27.190.42:9998/tsfile/live/23239_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 476 ms
Name: CCTV-8, URL: http://www.a-1.top:35455/itv/6000000001000001070.m3u8?cdn=wasusyt$订阅源, Date: None, Resolution: None, Response Time: 788 ms
Name: CCTV-8, URL: http://182.92.109.190:1668/migu720/migu720.php?id=cctv8$订阅源, Date: None, Resolution: 1280x720, Response Time: 250 ms
Name: CCTV-8, URL: http://116.117.104.39:8096/tsfile/live/0008_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 510 ms
Name: CCTV-8, URL: http://www.a-1.top:35455/itv/1000000005000265008.m3u8?cdn=ystenlive$订阅源, Date: None, Resolution: None, Response Time: 788 ms
Name: CCTV-8, URL: http://112.102.217.173:9003//hls/21/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 816 ms
Name: CCTV-8, URL: http://vod.hnqczh.cn:808/hls/16/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 510 ms
Name: CCTV-8, URL: http://183.66.15.146:60901/tsfile/live/0008_1.m3u8?key=txiptv$订阅源, Date: None, Resolution: 1920x1080, Response Time: 250 ms
Name: CCTV-8, URL: http://119.163.199.98:9901/tsfile/live/0008_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 510 ms
Name: CCTV-8, URL: http://119.36.148.115:59901/tsfile/live/0008_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 520 ms
Name: CCTV-8, URL: http://123.182.60.29:9002/hls/8/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 618 ms
Name: CCTV-8, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000//1.m3u8?channel-id=ystenlive&Contentid=1000000005000265008&livemode=1&stbId=3$订阅源, Date: None, Resolution: None, Response Time: 398 ms
Name: CCTV-8, URL: http://111.9.163.109:9901/tsfile/live/0008_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 886 ms
Name: CCTV-8, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000001000031433/1.m3u8?channel-id=ystenlive&Contentid=1000000001000031433&livemode=1&stbId=3$订阅源, Date: None, Resolution: None, Response Time: 398 ms
Name: CCTV-8, URL: http://61.145.208.64:9003//hls/9/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 1368 ms
Name: CCTV-8, URL: http://124.128.73.58:9901/tsfile/live/0008_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 546 ms
Name: CCTV-8, URL: https://api.livednow.org/migu/624878356?sign=gAAAAABnJcJqw9dP6jwWUpKtifWTU97cE4kDpJmHWTbZD1ezcD3BLnqA4kJ_aSSQhe-ijrx2Z5Bm-wNBbguJ08avBolBe_yGvaJ1XKsKys_EAvx1QOauipvQfuKV15NrpBtQEMBADkCRzEwhHzbrcugddFVzwBFgmu7RrqSIIe848HA7b03yYseeTrXmOBJr1i1i99vgEUQOlaa1ismbhcTCecoRnyCfpQ%3D%3D$订阅源, Date: None, Resolution: 1920x1080, Response Time: 250 ms
Name: CCTV-8, URL: http://183.94.146.109:2222/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Resolution: None, Response Time: 514 ms
Name: CCTV-8, URL: http://123.138.22.30:9901/tsfile/live/0008_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 1051 ms
Name: CCTV-8, URL: http://58.216.229.130:9901/tsfile/live/0008_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 563 ms
Name: CCTV-8, URL: http://27.41.246.172:9003//hls/11/index.m3u8$订阅源, Date: None, Resolution: 1920x1080, Response Time: 250 ms
Name: CCTV-8, URL: http://1732e975z9.zicp.fun:8082/hls/9/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 1406 ms
Name: CCTV-8, URL: http://27.41.245.129:9003//hls/11/index.m3u8$订阅源, Date: None, Resolution: 1920x1080, Response Time: 250 ms
Name: CCTV-8, URL: http://110.177.146.152:888/udp/239.1.1.15:8015$订阅源, Date: None, Resolution: 1920x1080, Response Time: 29 ms
Name: CCTV-8, URL: http://113.15.187.53:8181/tsfile/live/faacts/0008_1.m3u8$订阅源, Date: None, Resolution: 1920x1080, Response Time: 250 ms
Name: CCTV-8, URL: http://58.19.38.162:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Resolution: None, Response Time: 500 ms
Name: CCTV-8, URL: http://219.159.194.131:8181/tsfile/live/0008_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 7712 ms
Name: CCTV-8, URL: http://dd.ddzb.fun/php/migu.php?id=cctv8$订阅源, Date: None, Resolution: 1280x720, Response Time: 250 ms
Name: CCTV-8, URL: http://dd.ddzb.fun:80/php/migu.php?id=cctv8$订阅源, Date: None, Resolution: 1280x720, Response Time: 250 ms
Name: CCTV-8, URL: http://218.76.32.193:9901/tsfile/live/0008_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 490 ms
Name: CCTV-9, URL: http://59.173.183.242:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Resolution: None, Response Time: 2433 ms
Name: CCTV-9, URL: http://220.249.114.102:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Resolution: None, Response Time: 457 ms
Name: CCTV-9, URL: http://116.128.242.83:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源, Date: None, Resolution: None, Response Time: 569 ms
Name: CCTV-9, URL: http://42.48.50.232:9002/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源, Date: None, Resolution: None, Response Time: 617 ms
Name: CCTV-9, URL: http://61.136.172.236:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Resolution: None, Response Time: 499 ms
Name: CCTV-9, URL: https://api.livednow.org/migu/673168140?sign=gAAAAABnJcJqdqv3pFhYgBnmgGSIbZzHbX-DBJ-zNXsXFK68-5Wan9QqWYyKUxKv-XaTGYQIel_BUzZGYjzs5NPKiqPSXuul1GUOzl4VFlTGdyR6nNrAKB_lLRVjYzhVt6KX7j3DAzD44tiZocsNItrAhkJX7yIj6OGUq8s_mfXT_nlO_Xmgp4LUF7YnUnrICTc0LNBR-pQ1H2eiQcO2V6TCwrqhcHkABg%3D%3D$订阅源, Date: None, Resolution: 1920x1080, Response Time: 250 ms
Name: CCTV-9, URL: http://123.182.60.29:9002/hls/51/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 618 ms
Name: CCTV-9, URL: http://183.66.15.146:60901/tsfile/live/0009_1.m3u8?key=txiptv$订阅源, Date: None, Resolution: 1920x1080, Response Time: 250 ms
Name: CCTV-9, URL: http://119.36.148.115:59901/tsfile/live/0009_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 520 ms
Name: CCTV-9, URL: http://112.102.217.173:9003//hls/22/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 816 ms
Name: CCTV-9, URL: http://vod.hnqczh.cn:808/hls/17/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 510 ms
Name: CCTV-9, URL: http://222.241.154.37:9901/tsfile/live/23009_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 826 ms
Name: CCTV-9, URL: http://60.12.183.46:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Resolution: None, Response Time: 526 ms
Name: CCTV-9, URL: http://39.98.201.151:9090/udp/225.1.8.9:8112$订阅源, Date: None, Resolution: None, Response Time: 954 ms
Name: CCTV-9, URL: http://121.33.239.242:9901/tsfile/live/0009_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 456 ms
Name: CCTV-9, URL: http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv9$订阅源, Date: None, Resolution: None, Response Time: 522 ms
Name: CCTV-9, URL: http://117.27.190.42:9998/tsfile/live/23240_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 476 ms
Name: CCTV-9, URL: http://60.255.240.247:8090/live/CCTV-9H265_4000.m3u8$订阅源, Date: None, Resolution: None, Response Time: 2004 ms
Name: CCTV-9, URL: http://39.98.201.151:9090/udp/225.1.8.109:8032$订阅源, Date: None, Resolution: None, Response Time: 954 ms
Name: CCTV-9, URL: http://123.138.22.30:9901/tsfile/live/0009_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 1051 ms
Name: CCTV-9, URL: http://1732e975z9.zicp.fun:8082/hls/10/index.m3u8$订阅源, Date: None, Resolution: None, Response Time: 1406 ms
Name: CCTV-9, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000001000014583/1.m3u8?channel-id=ystenlive&Contentid=1000000001000014583&livemode=1&stbId=3$订阅源, Date: None, Resolution: None, Response Time: 398 ms
Name: CCTV-9, URL: http://124.128.73.58:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Resolution: None, Response Time: 546 ms
Name: CCTV-9, URL: http://124.128.73.58:9901/tsfile/live/0009_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 546 ms
Name: CCTV-9, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000//1.m3u8?channel-id=ystenlive&Contentid=1000000001000014583&livemode=1&stbId=3$订阅源, Date: None, Resolution: None, Response Time: 398 ms
Name: CCTV-9, URL: http://gslbserv.itv.cmvideo.cn/1000000005000265009/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265009&livemode=1&stbId=3$订阅源, Date: None, Resolution: None, Response Time: 740 ms
Name: CCTV-9, URL: http://119.163.199.98:9901/tsfile/live/0009_1.m3u8$订阅源, Date: None, Resolution: None, Response Time: 510 ms
